customer_id,company_name,contact_name,email,phone,address,city,state,zip_code,country,industry,company_size,created_date,status,lifetime_value,credit_limit,payment_terms,account_manager
3106,Watts Inc,Erica Watkins,joshua52@bowers.biz,(385)401-4134x006,5680 Richardson Coves Apt. 628,Stevenport,GU,60242,MM,Education,51-200,2022-09-25,Inactive,159945.55,907927.48,Net 60,Amber Clark
3107,Miranda-Hogan,Cameron Goodwin,donald62@delgado.info,(335)846-2033x190,9695 Contreras Green Suite 910,West David,FM,00543,MN,Manufacturing,51-200,2023-03-20,Churned,384538.24,732349.56,Net 60,Hector Sampson
3108,"Bates, Moore and Richards",Kevin Diaz,charles31@bowen.net,857-332-9625x1086,20967 Briggs Drives,Lake Andrew,KY,97740,TT,Finance,201-500,2024-11-09,Inactive,114289.29,431824.83,Net 15,William Daniels
3109,Williamson-Abbott,Joe Henry,oliverdanny@wilson.com,(966)299-5564,86537 Elizabeth Ways,New Kellyside,MS,26224,TM,Other,501-1000,2022-05-29,Active,421251.02,324091.39,Net 45,Elaine Lopez
3110,"Maldonado, Bell and Ross",James Griffin,kphillips@mejia-cox.info,(755)581-5196x13243,05449 Molina Roads Apt. 417,Ruthchester,AZ,79428,FM,Government,51-200,2023-09-21,Churned,267670.09,929780.58,Net 15,James Lee
3111,White Inc,Thomas Mcgee,hreid@king.com,578-632-2881x1826,3936 Salas Radial,West Jermainebury,MS,58468,TT,Healthcare,1-50,2020-09-30,Prospect,477492.2,954178.92,Net 60,Michelle Rodriguez
3112,Johnson Inc,Robert Rogers,jackie84@ellis-willis.biz,(996)890-6858,154 Perez Divide,East Katherine,MA,68486,SV,Government,501-1000,2024-06-18,Active,112100.24,198359.19,Net 45,Robert Foster
3113,Hudson-Bradshaw,Michelle Robbins,,+1-837-445-9746x8333,10052 Ruiz Cliffs Suite 189,North Thomasburgh,PW,27823,TH,Education,201-500,2022-06-24,Churned,236861.52,235104.72,Net 60,Jason Davis
3114,"Robinson, Walker and Humphrey",Barbara Burns,james63@monroe.org,(652)521-0407,67004 Andrew Crossroad,Novakfort,NV,69588,PS,Education,501-1000,2023-02-18,Prospect,383002.23,76773.55,Net 30,Jordan Norton
3115,Adams Ltd,Sierra Powers,parkerseth@wagner.biz,001-989-620-9730x4764,033 Kelly Mills Apt. 732,Bradshawview,NV,36416,NZ,Finance,1-50,2021-01-10,Churned,339329.19,987762.62,Net 60,Thomas Clark
3116,Guzman LLC,Joseph Bailey,,6283803345,2567 Ryan Corner Apt. 583,Terryton,MT,86537,AL,Education,501-1000,2022-03-20,Churned,432108.39,113032.22,Net 30,Anthony Williams
3117,Richard Inc,Thomas Morgan,jonesclarence@cruz.com,+1-426-727-3016x67382,55528 Williams Village,Stephanieside,LA,07392,JM,Healthcare,51-200,2024-03-15,Inactive,20161.46,24269.56,Net 15,William Mcclain
3118,Riggs-Graham,Richard Bradford,alejandra11@payne.com,7588023923,56825 Armstrong Station,Jeffreyburgh,VI,99423,GT,Healthcare,1000+,2021-11-07,Inactive,315997.91,994284.03,Net 30,Karen Harding
3119,Green-Barnett,Benjamin Gallegos,suzanneproctor@sanchez.com,001-484-386-4202x9084,8250 Forbes Bypass,Manninghaven,KS,40610,GY,Healthcare,1-50,2023-06-07,Active,444548.14,686122.39,Net 30,Robert Thomas
3120,Serrano Group,Michael Pope,,600-425-7817,632 Jessica Lights Apt. 495,East James,GU,35815,VE,Government,201-500,2021-11-23,Prospect,274660.44,157852.44,Net 15,Mark Dunn
93,"Curtis, Howard and Briggs",Melissa Cox,michaelbowman@terrell.biz,(792)948-1821x1031,820 Thomas Expressway,New Christopherchester,IA,11727,CV,Manufacturing,51-200,2023-03-03,Churned,130425.23,676683.78,Net 60,Tricia Montoya
3122,Rice Inc,Samantha Wright,agutierrez@dominguez.info,327.734.9211x12027,4328 James Villages,Lake Shannonmouth,DC,96998,IE,Government,51-200,2023-11-14,Churned,166492.33,165440.06,Net 45,Frederick Sanchez
3123,Cummings-Rush,Ricardo Villegas,fmatthews@sandoval-powell.biz,437.652.1243,349 Moon Hills,Spencerside,SC,53615,DO,Technology,201-500,2021-09-28,Active,21018.74,123675.22,Net 45,Maureen Hester
3124,Brown-Turner,Sherry Meyer,bradleygregory@allen-ruiz.com,666-309-0883,816 Mark Summit,East Josephbury,OK,15559,IL,Healthcare,501-1000,2020-08-13,Inactive,107955.66,57179.84,Net 30,Zachary Morrow
3125,Campbell Inc,Patricia Frey,nicholasvazquez@roberts.com,+1-310-622-9619x3973,3609 Stewart Mountains Apt. 985,Lake Brandonton,NM,53350,MC,Retail,201-500,2023-03-01,Active,81002.66,657651.8,Net 30,James Scott
3126,Ross PLC,Kevin Rosario,,985-951-2114,337 Cole Stream,Rebeccaburgh,ND,09425,LY,Healthcare,201-500,2021-06-01,Inactive,497903.49,337585.09,Net 30,Marie Benson
3127,"Walters, Gray and Hodge",Leslie Lee,marvinanderson@mendoza.com,837.269.0386,542 Ramirez Glens Apt. 178,Lake Devinshire,IA,72483,IS,Healthcare,1000+,2024-09-22,Active,432912.06,120738.65,Net 60,Katie Ball
3128,"Mitchell, Chang and Beltran",Haley Reeves,seanhorton@murphy.com,(243)908-3164x094,149 Kristen Garden Suite 934,Paulport,DE,84055,MN,Government,1000+,2020-08-30,Churned,418893.43,476532.99,Net 45,Suzanne Roberts
3129,Austin-Mays,Jeffrey Lucas,,920.711.3437,65787 James Route Suite 987,Bakertown,NJ,04903,XX,Education,201-500,2023-07-16,Prospect,36817.42,28671.29,Net 15,Michael Smith
3130,Lewis-Meadows,Devin Diaz,kyle92@fox.com,(339)979-4619x213,01612 Holly Crescent Apt. 750,Brownstad,WV,73258,BA,Technology,1000+,2024-07-26,Prospect,148624.18,737036.98,Net 15,Jasmine Cobb
3131,Duarte and Sons,Christina Dunn,,685-681-2483,05035 Haynes Alley,Bryanside,KS,37482,KM,Government,201-500,2022-10-11,Inactive,292152.88,418745.42,Net 30,Emily George
3132,"Nunez, Jones and Romero",Katherine Mendoza,xnelson@cortez.biz,+1-630-710-6838x2125,388 Evans Wall Suite 014,Lake Michael,SD,98773,BA,Finance,201-500,2022-09-12,Active,162336.31,27976.84,Net 60,Ricardo Anderson
3133,"Allen, Brown and Walker",Stephen Estrada,vnewman@edwards.net,(884)447-2079x49706,6922 Laura Hill,Scotthaven,WI,38212,SI,Retail,1-50,2023-04-21,Prospect,419046.34,711264.8,Net 45,Scott Potts
3134,Soto PLC,Melody Jones,rmoreno@matthews.com,+1-942-527-8782x301,3146 Jennifer Pines Apt. 077,Stevenshaven,ID,83018,JO,Technology,201-500,2021-05-23,Inactive,492132.51,651442.42,Net 45,Adam Burton
3135,Reed-Henderson,Kristin Navarro,stevengutierrez@chan-lee.biz,495.516.6266,150 Larsen Square Suite 603,East Elizabeth,NJ,10145,CF,Manufacturing,501-1000,2022-11-18,Churned,91306.61,346463.74,Net 30,Jacqueline Rosales
475,"Jefferson, Wilson and Morton",Shawn Hayes,gblack@frazier-thomas.com,647.552.5628x5963,72756 White Drive,Taylorstad,MO,91509,VU,Education,51-200,2024-12-14,Prospect,163073.94,688964.93,Net 30,Brandy Aguirre
3137,"Winters, Gillespie and Anderson",Kelly Murray,ashley00@thomas.biz,9793262067,01193 Zavala Route,South Janettown,SC,54807,PS,Healthcare,501-1000,2024-12-24,Active,114419.29,983342.35,Net 45,Tammy Wagner
1044,Simpson and Sons,Ryan Maddox,zprice@bender.com,306.585.2865x778,129 Jessica Camp Apt. 698,Linview,AK,20780,CO,Education,1000+,2021-11-05,Active,354815.84,597078.81,Net 15,Daniel Johnson
3139,Porter and Sons,Kevin Dunn,zmiller@jones.com,265.747.1173x95266,5707 Dustin Crescent,East Lindsey,WY,09943,ML,Manufacturing,51-200,2020-03-31,Inactive,306530.34,893944.83,Net 45,Thomas Mendoza
3140,Jensen-Smith,Monica Lopez,washingtondavid@byrd.com,+1-781-764-2416x2192,6980 Lindsay Field,North Daniel,ND,93759,GT,Manufacturing,201-500,2020-06-16,Inactive,27371.81,739087.71,Net 45,Christopher Malone
3141,Baldwin-Parks,Kerry Martinez,garzalisa@wallace.biz,001-445-659-6881,461 Donna Forks,Vickiview,CT,91717,VU,Finance,1-50,2023-04-09,Inactive,393700.98,989544.62,Net 30,Mr. Darryl Kim
3142,Porter Group,Rebekah Small,,001-498-365-2510x40306,8289 Campbell Creek,Millermouth,MP,33652,MY,Government,51-200,2022-05-18,Churned,437654.3,331887.11,Net 15,Lindsey Wright
3143,Thornton-Moore,John Day,,311.896.4880,843 Boone Bridge Suite 223,Lake Jaredville,ID,93155,GY,Education,1000+,2021-10-06,Churned,456224.04,48586.13,Net 15,Justin Adkins
3144,Jones and Sons,Kristina Wright,sbrown@phillips-montes.org,840.700.9360,3342 Alyssa Centers,Port Angelaview,PA,90733,MH,Healthcare,1-50,2020-03-20,Inactive,104701.68,712226.71,Net 60,Joshua Mcmillan
3145,Moran LLC,Monica Morales,,001-414-984-4540,79810 Kristen Street Apt. 492,North Johnshire,NJ,09145,AL,Other,501-1000,2023-12-25,Active,69302.83,512511.43,Net 30,James Russell
3146,Rich and Sons,Juan Burns,,+1-901-658-2119,020 Rachel Mountains,Josephport,VT,29018,LK,Government,1-50,2020-09-29,Active,375112.03,733217.4,Net 60,Andrea Diaz
3147,Lewis-Holloway,Kimberly Mccullough,huffmanrobin@garrett.biz,714.528.7586,226 Emily Crescent,East Jessica,WY,39270,BW,Other,1-50,2020-04-02,Prospect,349486.18,935690.86,Net 30,Danielle Elliott
3148,"Sandoval, Flores and Price",James Vasquez,harolddavis@lopez.biz,(977)742-3904x41230,85385 Nixon Spur,Port Brandyfurt,VT,36548,NO,Education,51-200,2022-11-29,Prospect,368270.78,963603.22,Net 60,James Thompson
3149,Davis Group,Rachael Davis,jamessharp@johnson-hanson.com,366-526-9515x458,344 Henderson Plaza Suite 621,Micheletown,TX,92266,LU,Manufacturing,51-200,2024-01-11,Churned,200983.23,250285.6,Net 15,Joseph Olson
3150,Lucas-Pierce,Jessica Freeman,johnny15@knight.com,+1-774-280-1036x21036,58357 Lucas Ports Apt. 110,Dillonville,ME,43354,LA,Manufacturing,1000+,2023-10-27,Prospect,392007.72,319506.61,Net 45,Kelly Benson
3151,"Torres, Bishop and Clark",Lisa Ellis,wendydennis@bryan-patton.net,616.652.4735x83327,1022 William Ford Suite 213,Lake Jennifer,TX,32012,RW,Technology,501-1000,2022-09-09,Churned,292857.55,830055.56,Net 60,Jeffrey Aguilar
3152,"Allen, Jackson and Smith",Beverly Moore,goodmanmadison@martinez-doyle.net,624-497-3182x121,817 Donald Run Suite 358,Rodriguezland,FM,79395,MV,Manufacturing,51-200,2023-04-12,Prospect,385453.16,832041.15,Net 15,Lisa Hunter
1062,"Watts, Galloway and Evans",Kaylee Montgomery,kendra06@livingston.com,(564)457-9488,52083 Martin Lakes Suite 344,East Allisonton,WI,80131,PS,Retail,201-500,2023-07-30,Inactive,460846.28,520567.44,Net 15,Ruth Thompson
3154,"Martinez, Castillo and Ferguson",Chad Smith,gary71@morris.com,+1-401-766-8003x65168,314 Barnett Spurs Suite 341,Brayborough,NY,21968,KN,Government,201-500,2023-12-29,Prospect,227967.53,758764.61,Net 60,Jill Buchanan
3155,"Hunt, West and Hayden",Barbara Johnson,michaelajenkins@hawkins.org,+1-967-692-0670,10109 Mcdonald Underpass Apt. 914,New Robert,VI,31877,NG,Finance,501-1000,2022-07-05,Churned,265492.58,996037.52,Net 30,Randy Walker
3156,Kane-West,Jennifer Ellis,benjamin22@taylor-smith.com,4517080872,555 Dillon Trafficway,Elizabethport,MO,51854,TL,Retail,1-50,2022-04-15,Churned,327816.6,106883.07,Net 60,Gina Williams
3157,"Bender, Bruce and Richardson",Rose Hardy,benjaminochoa@martin-turner.info,001-877-236-7828x940,54910 Susan Isle Suite 215,Alexisshire,OK,46318,CU,Retail,201-500,2022-07-28,Active,322749.72,12587.91,Net 30,Nicholas Clark
3158,Baker-Washington,Sarah Garcia,htravis@marquez-guzman.org,238-541-9671x65108,821 Cannon Keys Apt. 376,Francismouth,VT,76514,SG,Education,201-500,2024-12-10,Active,121966.68,197199.5,Net 45,Luis Smith
3159,Sanchez PLC,Danielle Alvarado,johntaylor@nguyen.com,001-957-622-9405,3333 Hill Isle Apt. 389,Tamarahaven,WY,46513,TO,Technology,51-200,2021-12-22,Inactive,48064.19,999681.35,Net 30,Michael Thomas
3160,Steele-Rogers,Todd Rodriguez,deborah87@king.com,001-247-461-8041x87840,951 Waller Cape,Stephanieport,NC,50645,CO,Retail,51-200,2020-04-02,Churned,122756.98,697412.2,Net 45,Richard Perry
3161,Sandoval-Burns,Melissa Crane,usimpson@jones.com,(238)362-6991x9578,7667 Williams Mission,Port Christophertown,NH,22160,NI,Manufacturing,1000+,2021-08-16,Active,98245.41,968893.12,Net 30,Shane White
3162,Bridges-Guzman,Meredith Williams,nathanduncan@richardson.com,620-589-0374x81685,576 Scott Prairie,New Ebony,VT,64051,TM,Education,1-50,2021-05-03,Inactive,356628.77,320823.68,Net 45,Margaret Gray
3163,"Bryant, Stewart and Hodge",Brittany Ruiz,lanetony@russo-velez.org,677.750.4666x9999,5509 Debra Isle,Browntown,ID,27804,BG,Healthcare,1-50,2024-05-13,Active,208481.27,475560.87,Net 15,Julie Farrell
3164,Schneider and Sons,Nicholas Combs DDS,wedwards@reid.net,+1-531-655-2328,525 Smith Brook,East Randall,FL,14862,MU,Education,1000+,2023-04-14,Prospect,400663.74,801203.46,Net 15,Gregory Garrison
3165,Gamble-Francis,Gabriel Brown,diana35@decker-webb.info,+1-429-398-5472x3430,32095 Barnes Manor Apt. 090,Harveyfurt,NM,09538,BI,Finance,51-200,2022-02-10,Churned,340115.4,758266.55,Net 15,Peter Holland
3166,Nguyen-Khan,Angela Hughes,xjackson@burton.com,447.382.1947x520,18119 Ruiz Divide,Andersonhaven,ND,23596,US,Government,1-50,2020-09-27,Inactive,88585.67,157932.89,Net 30,Wanda Rasmussen
3167,"Sullivan, Lane and Harris",Jeffrey Wood,mosleyalexander@carrillo-wyatt.com,362.381.2263,9730 Christina Land Suite 296,Danielmouth,DE,27255,KR,Manufacturing,201-500,2020-09-27,Churned,280941.34,359174.14,Net 15,Michael Black DVM
3168,Mccoy-Hall,Crystal Steele,thompsonsara@davis.com,(413)894-0891,1403 Brandon Creek,Port Thomasland,ND,22461,PK,Education,1000+,2020-02-15,Prospect,30272.27,969830.02,Net 30,Anne Gould MD
3169,Brown-Norris,Kevin Murphy,barbarawatson@guerrero.com,8382278742,5484 Koch Passage Apt. 453,Angelaborough,AR,77803,BN,Other,1000+,2024-05-13,Prospect,461851.31,224223.63,Net 30,Jose Welch
3170,Moore-Maynard,Timothy Carson,randysalazar@taylor.com,001-489-724-0710x1663,232 Jay Haven Apt. 638,Michaelborough,NY,14252,UA,Technology,201-500,2020-09-20,Churned,22506.0,524353.1,Net 30,Jason Gomez
3171,Evans-Cole,Eric Coleman,nicole54@james.org,001-251-902-7769x928,1202 Tamara Burg,North Keith,AL,02377,BI,Healthcare,501-1000,2021-07-08,Active,95952.14,688795.4,Net 30,Michael Brown
3172,"Barker, Simpson and Park",Jonathan Mendoza,,821-614-9276,646 Lopez Village Apt. 618,North Glennberg,RI,96022,MD,Technology,501-1000,2022-01-10,Active,231666.22,609437.25,Net 60,Kimberly Mcdonald
3173,Lopez Ltd,James Collier,ovilla@jones.biz,+1-678-554-6615x5715,9976 Franklin Glens,Josephport,MD,53272,XX,Finance,201-500,2021-12-07,Active,90458.51,65258.77,Net 30,Caitlyn Dickson
3174,Anderson-Ponce,Aaron Hansen MD,xortega@carter.net,(922)641-8990x88756,91599 Jessica Views Suite 642,West James,DC,00851,TN,Other,51-200,2023-03-30,Active,194284.31,730834.68,Net 30,Maurice May MD
3175,"Ayala, Hernandez and Fox",Anna Jones,garrisonbrian@phillips-morgan.com,(373)516-1424x1700,24233 Mathew Manor Apt. 674,Lindsayfurt,MI,07575,SO,Finance,1000+,2022-10-07,Inactive,291105.76,384145.22,Net 30,Maria Howard
3176,"Sanford, Long and Howe",Carmen Simmons,scott77@reynolds-clark.com,(641)766-5712x63860,760 Allen Well Suite 389,Rodneystad,TX,02988,ES,Other,1-50,2021-04-28,Inactive,90801.48,423723.98,Net 15,Justin Craig
3177,Jacobson-Hart,Jeremiah Alvarez,fredericksmith@miller.net,+1-945-408-4791x621,629 Davis Burg,Brownmouth,MO,09682,IS,Retail,501-1000,2020-11-04,Churned,375555.85,190012.76,Net 15,Virginia Baker
3178,Lutz Ltd,Samantha Nelson,jeff88@livingston.com,+1-722-277-8720,114 Nicholas Field,Foxland,UT,83001,MH,Other,51-200,2020-01-05,Inactive,35759.06,201580.53,Net 30,Sarah Nelson
3179,Brown Group,Susan Schmidt,psmith@herrera.com,9213470769,9030 Kimberly Land,East Kayla,NY,72655,LK,Technology,1-50,2024-07-21,Inactive,213587.28,581152.25,Net 15,Ashley Hogan
3180,"Murray, Lewis and Brooks",Jordan Reyes,bhutchinson@nash.com,001-283-462-0463x8062,1105 Aguilar Mission Apt. 416,Richardton,AL,24983,SN,Education,1000+,2024-04-22,Prospect,72990.33,882228.83,Net 60,Jennifer Johnson
3181,"Serrano, Rollins and Zamora",Collin Conner,davidtorres@stewart.com,861.517.6234x082,5219 Thomas Coves Suite 357,West Jamie,ID,38407,TN,Technology,501-1000,2020-12-02,Prospect,222780.55,697826.75,Net 45,Anthony Baker
3182,Harris-Wilson,Samantha Mills,jessewhite@turner.com,672.759.6522x924,1949 Adam Extensions,Jesuschester,VI,43439,RO,Other,51-200,2022-06-24,Churned,277305.59,697928.09,Net 60,Kyle Strong
3183,Martin Ltd,Felicia Scott,lcarrillo@christensen-thomas.com,001-846-581-1924x370,0290 Ryan Isle Apt. 205,Flowersfort,ID,95625,EC,Other,1-50,2023-11-16,Prospect,211204.22,483765.76,Net 60,Robin Harris
3184,Garza LLC,Mr. Brian Wilson,charlesbaker@day.info,468.434.9872x5378,635 Sharp Bypass Apt. 160,Larsonberg,DC,04997,AE,Healthcare,1000+,2022-10-12,Churned,476980.41,161621.65,Net 45,Ryan Harris
3185,Rivas and Sons,Justin Anderson,cortezdarren@larson-boyer.com,(633)617-2556,8200 Fuller Islands,South Christopher,MN,81174,FI,Healthcare,1000+,2024-10-06,Inactive,447322.52,690147.23,Net 15,John Peters
3186,Jimenez and Sons,Kevin Smith,clarkmatthew@vincent.com,001-726-835-1574,6788 Wilson Canyon,Michelleburgh,DE,99650,GD,Other,1-50,2024-03-18,Active,174092.06,867029.87,Net 15,Seth Boyd
3187,"Castillo, Butler and Rodriguez",Carlos George,ericbarr@levine-lopez.biz,453-293-5029x1766,404 Phillip Key Apt. 515,Port Danielleshire,PR,06432,VN,Government,501-1000,2022-12-07,Active,398474.75,83528.01,Net 60,Jennifer Church
3188,Anderson Ltd,Patricia Rocha,elizabeth12@waters.info,308.340.9672,9708 Brittany Shores,New Davidborough,VA,37689,PE,Education,1-50,2024-02-05,Inactive,235774.99,528459.75,Net 15,Harry Johnston
3189,Lowe Ltd,Chad Mendez,smithchad@bridges.com,898.291.2300x305,449 Andrew Mountains Suite 506,North Danielle,NH,32771,ML,Healthcare,1000+,2021-09-04,Prospect,122920.08,379349.83,Net 45,Joseph Smith
3190,"Rhodes, Walters and Crosby",Brett Rogers,,930-530-9847,88848 Melissa Station,Juarezton,MH,26385,XX,Finance,1000+,2021-01-31,Prospect,280301.41,527076.48,Net 15,Jason Payne
3191,"Cobb, Hill and Chase",Susan White,nbell@anderson-alvarado.com,889-300-2218x29057,90173 Schmidt Glens Suite 821,Arnoldton,MI,11924,XX,Government,501-1000,2023-10-26,Active,186674.44,49015.49,Net 60,Elizabeth Taylor
3192,"Jackson, Baldwin and Brown",Jennifer Cole,murilloian@patel-beltran.com,001-229-202-8030,2293 Amanda Viaduct Suite 341,Lake Angelaside,DC,57872,GM,Manufacturing,1-50,2022-03-25,Prospect,116913.99,430402.33,Net 45,Jeremy Johnson
3193,"Curtis, Sanders and Harmon",Tracie Johnson,abigail26@perez.com,405.421.9476x9833,75749 James Center,Jacquelinefurt,PR,28502,AE,Healthcare,201-500,2021-04-15,Churned,46202.56,63171.48,Net 15,Sean Jennings
3194,Hahn-Watkins,Lawrence James,,781.715.9819x191,3394 Phillips Harbors,Brittanyburgh,MP,71074,AO,Technology,1-50,2022-04-22,Churned,30243.16,115073.9,Net 45,John Brown
3195,Rivers and Sons,Crystal Blair,,353.582.9782x29189,437 Sullivan Summit Apt. 648,Port Michaelborough,MI,76571,TT,Healthcare,201-500,2020-02-09,Prospect,284846.3,171837.59,Net 30,Terri Walton
3196,Marshall Inc,Kendra Simmons,lisa24@walker.com,001-979-353-0333,1549 Hernandez Flats Apt. 697,Randallview,ME,66666,LR,Technology,51-200,2021-12-28,Churned,185414.82,628126.59,Net 60,Johnathan Taylor
3197,"Rivas, Williams and Mullins",Ashley Mclaughlin,victor93@campbell-green.net,963.233.9574x72147,608 Jessica Courts Suite 881,Alyssaborough,CA,50214,GD,Education,51-200,2023-03-12,Churned,164039.1,868397.44,Net 60,William Mendoza
3198,Smith LLC,Steven Harris,markcortez@pacheco-lozano.biz,(734)511-2394,1163 Michael Points,Kristymouth,CA,80064,CY,Education,51-200,2020-02-13,Churned,333237.77,683652.33,Net 45,Shelly Sampson
3199,Poole-Owen,Russell Walker,christopher73@baker-diaz.com,722.801.1556x194,275 Johnson Locks Apt. 007,New Thomas,MH,18876,CZ,Government,201-500,2022-01-03,Active,177864.85,721610.73,Net 60,Dr. Ryan Thompson Jr.
3200,"Anderson, Hernandez and Khan",Harry Castillo,christyalexander@davis-thompson.com,001-359-854-5470,2878 Brooks Junction,Dennisland,NV,27001,MA,Education,1-50,2022-08-25,Inactive,122985.95,938057.6,Net 30,Angel Bonilla
3201,Williams Group,David Fletcher,morgankaren@oconnell-henderson.net,001-657-518-4409x26564,72696 Jessica Motorway,Richardstad,GA,14948,BF,Government,1000+,2021-02-17,Churned,192763.65,124060.15,Net 60,William Holt
1407,"Turner, Ford and Brown",Jose Mcmahon,pjenkins@neal.info,+1-981-749-6661x6961,435 Kimberly Rue Apt. 366,New Colton,AK,67804,RU,Other,1-50,2022-06-12,Churned,154083.42,660726.21,Net 45,Samantha Hill
3203,"Fowler, Vincent and Delgado",Zachary Miller,charleslong@cobb.com,(498)330-0564x0239,9676 Arellano Oval,Rogersbury,ND,29343,BO,Finance,201-500,2021-05-05,Prospect,296174.23,44511.51,Net 15,Shannon Howard
3204,Kent-Robertson,Madison Solis,miranda23@young.com,001-281-341-5931x6388,1159 Johns Key Apt. 086,Ashleychester,ID,29015,MD,Government,51-200,2023-01-08,Prospect,368563.34,677102.05,Net 60,Eric Jones
3205,Sanders-Soto,Jeffrey Mcguire,thomaskelsey@nguyen.com,001-728-263-2971x9808,235 Bell Neck Suite 249,Lake Rodneyborough,FM,55538,KW,Government,51-200,2024-12-12,Inactive,132926.34,767204.1,Net 45,Tony Munoz
3206,Padilla Ltd,Christopher Arellano,bryanangel@lee.com,001-283-886-9617x494,8324 Bailey Squares Apt. 973,Mathewsberg,AL,79067,BD,Finance,1-50,2021-08-23,Active,347279.85,66186.21,Net 45,Mr. Antonio Wilson
3207,Roberts-Huber,Daniel Burnett,colton46@white-baker.biz,+1-946-791-3804,467 Whitehead Square,Campbellport,AS,95095,MZ,Manufacturing,501-1000,2023-08-28,Churned,449048.5,613591.19,Net 45,William Acosta
3208,"Christian, Morris and Smith",Dr. Shane Frey,katherinekelly@terrell.biz,(653)661-7338x224,2521 Harmon Centers,Josephberg,TX,11345,LK,Education,1000+,2023-08-05,Churned,63303.3,669348.36,Net 15,William Andrews
3209,Guzman Ltd,Dwayne Boyer,jasmine15@ferguson.net,+1-251-454-9376,89910 Wu Ridges Suite 385,Faulknerberg,HI,47752,SG,Manufacturing,1000+,2023-10-08,Active,439404.28,49484.36,Net 30,Jennifer Rivera
3210,"Ritter, Cordova and Garcia",Ray Garcia,elizabeth02@rice.com,312.911.6107x3523,448 Brenda Mills Suite 555,West Monicaland,AZ,50027,PK,Education,1000+,2023-08-01,Churned,333035.41,142913.14,Net 45,Michael Ali
3211,Allen Inc,Christina Velasquez,esmith@graham.com,001-807-924-4880x27087,399 Austin Shoal,Lisaborough,IA,05238,GM,Other,1000+,2021-01-05,Active,360539.51,149497.26,Net 15,Jessica Frazier
3212,Jackson and Sons,Lori Berry,alyssahernandez@sims-hartman.com,(729)596-8863x4614,34577 Hogan Mill,Glenstad,AZ,53015,TR,Manufacturing,1000+,2023-12-22,Prospect,226193.94,392730.48,Net 45,Timothy Munoz
3213,Thompson Group,Courtney Moreno,coffeychristopher@velasquez.com,231.822.9778x81589,89999 Knight Key,Port Michaela,IA,46238,GW,Finance,501-1000,2020-07-23,Prospect,342685.5,986799.98,Net 30,Pam Baker
3214,Cuevas-Cummings,Angela Smith DDS,,743.593.2873x06343,020 Jordan Place,Cabrerafurt,WV,39526,CH,Other,201-500,2022-05-06,Active,405292.73,350695.74,Net 30,Melissa Johnson
3215,Wilson Group,Henry Cannon,handerson@moreno.com,9336441860,67240 Michael Expressway Apt. 252,Lake Jennifer,AL,29735,MK,Government,1000+,2020-08-20,Churned,296891.74,546340.59,Net 60,Anthony Clark
3216,Barr-Thompson,Christopher Gibbs,hatfieldjohn@roberts.com,001-945-375-5722x2997,855 Williams Bridge,Martinborough,MA,31710,BW,Manufacturing,501-1000,2024-06-11,Prospect,483405.7,243244.15,Net 15,Mr. Michael Morales MD
3217,Callahan-Gardner,Leslie Frederick,kayla49@garza.info,001-871-304-2053x33435,7160 Jackson Burg,Port Kimberlyhaven,NY,44007,CM,Retail,501-1000,2024-03-26,Active,347171.63,962935.38,Net 60,Elizabeth Lambert
3218,Rivera and Sons,Brandon Parsons,qross@davenport.net,(700)450-2442x997,02146 Vance Springs Apt. 034,Lucashaven,MH,56261,MH,Finance,1000+,2022-11-02,Inactive,129328.1,896854.5,Net 15,Edward Wang
3219,Silva-Bowers,Veronica Holt,chadclements@mccarthy-adkins.org,001-683-835-1401x3050,74293 David Crossing Apt. 168,South Sandra,AZ,67888,AG,Manufacturing,201-500,2020-04-08,Churned,304001.2,427713.0,Net 45,Ana Mitchell
3220,"Hartman, James and Juarez",Mike Clark,richard75@taylor.com,001-931-814-2119x563,5086 Ruben Shore,East Bonniefort,TN,66850,CF,Education,501-1000,2020-09-11,Churned,72371.06,140989.78,Net 30,Linda Williams
3221,Gomez and Sons,Breanna Bell,jessicaramos@page-reid.com,+1-699-852-3803x671,578 Joshua Ridges Apt. 636,South Jacobburgh,WY,63519,PL,Other,1-50,2022-01-10,Churned,170967.5,259799.96,Net 15,Joseph Wheeler
3222,"Gonzales, Taylor and Oconnor",Kimberly Barron,woodcolleen@morton.net,791-815-3303,154 White Views,South Justin,PA,20225,PY,Technology,51-200,2023-07-24,Inactive,227507.79,924565.14,Net 30,Sandra Stephens
3223,Ruiz-Clark,Emily Chang,charlesoliver@lozano.com,(272)903-3751x410,242 Diana Cliffs,Bradleyport,UT,39864,MD,Healthcare,501-1000,2024-01-07,Active,270763.38,639382.32,Net 30,Marie Howard
3224,Brown-Edwards,Kristina Atkinson,patricia22@miller-hansen.com,565-202-2087x6431,07536 Lydia Tunnel Suite 319,New Lesliemouth,WV,91055,HN,Government,51-200,2022-06-02,Active,400901.37,114088.44,Net 15,Joseph Mcguire
3225,"Mcconnell, King and Barrett",John Clark,ulawson@livingston-hernandez.org,+1-577-384-2253,2422 Blevins Center Apt. 846,Andreberg,UT,57895,CU,Healthcare,1000+,2024-01-26,Churned,272095.21,799966.83,Net 60,Nicholas Herrera
